chrom	source	feature	start	end	score	strand	frame	attributes	Description	Name	Parent	counts
chr11	HAVANA	gene	125903348	125943702	.	+	.	ID=ENSG00000109832.14;gene_id=ENSG00000109832.14;gene_type=protein_coding;gene_name=DDX25;level=1;hgnc_id=HGNC:18698;havana_gene=OTTHUMG00000165859.9	DDX25	ENSG00000109832.14	ENSG00000109832.14	10
chr11	HAVANA	gene	125955796	126063335	.	-	.	ID=ENSG00000064309.16;gene_id=ENSG00000064309.16;gene_type=protein_coding;gene_name=CDON;level=2;hgnc_id=HGNC:17104;havana_gene=OTTHUMG00000165862.3	CDON	ENSG00000064309.16	ENSG00000064309.16	20
chr11	HAVANA	gene	126202096	126211692	.	-	.	ID=ENSG00000165526.9;gene_id=ENSG00000165526.9;gene_type=protein_coding;gene_name=RPUSD4;level=2;hgnc_id=HGNC:25898;tag=overlapping_locus;havana_gene=OTTHUMG00000165815.5	RPUSD4	ENSG00000165526.9	ENSG00000165526.9	9
chr11	HAVANA	gene	126211724	126262984	.	+	.	ID=ENSG00000197798.9;gene_id=ENSG00000197798.9;gene_type=protein_coding;gene_name=FAM118B;level=1;hgnc_id=HGNC:26110;tag=ncRNA_host;havana_gene=OTTHUMG00000165817.4	FAM118B	ENSG00000197798.9	ENSG00000197798.9	10
chr11	HAVANA	gene	126262938	126269144	.	-	.	ID=ENSG00000182934.12;gene_id=ENSG00000182934.12;gene_type=protein_coding;gene_name=SRPRA;level=1;hgnc_id=HGNC:11307;havana_gene=OTTHUMG00000165826.3	SRPRA	ENSG00000182934.12	ENSG00000182934.12	7
chr11	HAVANA	gene	126269055	126278131	.	+	.	ID=ENSG00000110074.11;gene_id=ENSG00000110074.11;gene_type=protein_coding;gene_name=FOXRED1;level=2;hgnc_id=HGNC:26927;havana_gene=OTTHUMG00000165827.2	FOXRED1	ENSG00000110074.11	ENSG00000110074.11	18
chr11	HAVANA	gene	126283065	126298845	.	+	.	ID=ENSG00000150455.14;gene_id=ENSG00000150455.14;gene_type=protein_coding;gene_name=TIRAP;level=1;hgnc_id=HGNC:17192;havana_gene=OTTHUMG00000140373.4	TIRAP	ENSG00000150455.14	ENSG00000150455.14	7
chr11	HAVANA	gene	126355640	126440344	.	+	.	ID=ENSG00000110080.20;gene_id=ENSG00000110080.20;gene_type=protein_coding;gene_name=ST3GAL4;level=1;hgnc_id=HGNC:10864;havana_gene=OTTHUMG00000165830.4	ST3GAL4	ENSG00000110080.20	ENSG00000110080.20	26
chr11	HAVANA	gene	126423358	127003460	.	-	.	ID=ENSG00000149571.12;gene_id=ENSG00000149571.12;gene_type=protein_coding;gene_name=KIRREL3;level=2;hgnc_id=HGNC:23204;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000165831.3	KIRREL3	ENSG00000149571.12	ENSG00000149571.12	9
chr11	HAVANA	gene	127021736	127172363	.	+	.	ID=ENSG00000255087.4;gene_id=ENSG00000255087.4;gene_type=lncRNA;gene_name=RP11-168K9.1;level=1;havana_gene=OTTHUMG00000165810.29	RP11-168K9.1	ENSG00000255087.4	ENSG00000255087.4	30
chr11	HAVANA	gene	128095758	128183671	.	+	.	ID=ENSG00000273415.3;gene_id=ENSG00000273415.3;gene_type=lncRNA;gene_name=LINC02725;level=2;hgnc_id=HGNC:54242;havana_gene=OTTHUMG00000186085.8	LINC02725	ENSG00000273415.3	ENSG00000273415.3	7
chr11	HAVANA	gene	128458761	128587558	.	-	.	ID=ENSG00000134954.14;gene_id=ENSG00000134954.14;gene_type=protein_coding;gene_name=ETS1;level=1;hgnc_id=HGNC:3488;havana_gene=OTTHUMG00000165799.4	ETS1	ENSG00000134954.14	ENSG00000134954.14	9
chr11	HAVANA	gene	128686535	128813267	.	+	.	ID=ENSG00000151702.17;gene_id=ENSG00000151702.17;gene_type=protein_coding;gene_name=FLI1;level=1;hgnc_id=HGNC:3749;havana_gene=OTTHUMG00000165792.5	FLI1	ENSG00000151702.17	ENSG00000151702.17	9
chr11	HAVANA	gene	128836315	128867373	.	-	.	ID=ENSG00000151704.16;gene_id=ENSG00000151704.16;gene_type=protein_coding;gene_name=KCNJ1;level=1;hgnc_id=HGNC:6255;havana_gene=OTTHUMG00000048247.4	KCNJ1	ENSG00000151704.16	ENSG00000151704.16	6
chr11	HAVANA	gene	128934731	128943399	.	-	.	ID=ENSG00000120471.16;gene_id=ENSG00000120471.16;gene_type=protein_coding;gene_name=TP53AIP1;level=2;hgnc_id=HGNC:29984;havana_gene=OTTHUMG00000165797.3	TP53AIP1	ENSG00000120471.16	ENSG00000120471.16	6
chr11	HAVANA	gene	128965060	129279324	.	-	.	ID=ENSG00000134909.19;gene_id=ENSG00000134909.19;gene_type=protein_coding;gene_name=ARHGAP32;level=1;hgnc_id=HGNC:17399;tag=ncRNA_host;havana_gene=OTTHUMG00000165774.4	ARHGAP32	ENSG00000134909.19	ENSG00000134909.19	9
chr11	HAVANA	gene	129863636	129895590	.	-	.	ID=ENSG00000170322.15;gene_id=ENSG00000170322.15;gene_type=protein_coding;gene_name=NFRKB;level=2;hgnc_id=HGNC:7802;havana_gene=OTTHUMG00000165761.4	NFRKB	ENSG00000170322.15	ENSG00000170322.15	12
chr11	HAVANA	gene	129899706	130002835	.	-	.	ID=ENSG00000170325.16;gene_id=ENSG00000170325.16;gene_type=protein_coding;gene_name=PRDM10;level=1;hgnc_id=HGNC:13995;havana_gene=OTTHUMG00000165762.2	PRDM10	ENSG00000170325.16	ENSG00000170325.16	8
chr11	HAVANA	gene	130068147	130144811	.	+	.	ID=ENSG00000084234.18;gene_id=ENSG00000084234.18;gene_type=protein_coding;gene_name=APLP2;level=1;hgnc_id=HGNC:598;havana_gene=OTTHUMG00000165767.5	APLP2	ENSG00000084234.18	ENSG00000084234.18	26
chr11	HAVANA	gene	130226677	130314917	.	-	.	ID=ENSG00000196323.14;gene_id=ENSG00000196323.14;gene_type=protein_coding;gene_name=ZBTB44;level=1;hgnc_id=HGNC:25001;tag=overlapping_locus;havana_gene=OTTHUMG00000165769.5	ZBTB44	ENSG00000196323.14	ENSG00000196323.14	10
chr11	HAVANA	gene	130866250	130916479	.	-	.	ID=ENSG00000120451.11;gene_id=ENSG00000120451.11;gene_type=protein_coding;gene_name=SNX19;level=2;hgnc_id=HGNC:21532;havana_gene=OTTHUMG00000165663.1	SNX19	ENSG00000120451.11	ENSG00000120451.11	13
chr11	HAVANA	gene	131370478	132336822	.	+	.	ID=ENSG00000182667.15;gene_id=ENSG00000182667.15;gene_type=protein_coding;gene_name=NTM;level=1;hgnc_id=HGNC:17941;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000066364.16	NTM	ENSG00000182667.15	ENSG00000182667.15	23
chr11	HAVANA	gene	132414977	133532501	.	-	.	ID=ENSG00000183715.14;gene_id=ENSG00000183715.14;gene_type=protein_coding;gene_name=OPCML;level=2;hgnc_id=HGNC:8143;tag=overlapping_locus;havana_gene=OTTHUMG00000163658.4	OPCML	ENSG00000183715.14	ENSG00000183715.14	8
chr11	HAVANA	gene	133896438	133956968	.	-	.	ID=ENSG00000080854.16;gene_id=ENSG00000080854.16;gene_type=protein_coding;gene_name=IGSF9B;level=1;hgnc_id=HGNC:32326;tag=ncRNA_host;havana_gene=OTTHUMG00000167124.4	IGSF9B	ENSG00000080854.16	ENSG00000080854.16	7
chr11	HAVANA	gene	134008215	134030167	.	+	.	ID=ENSG00000255406.3;gene_id=ENSG00000255406.3;gene_type=lncRNA;gene_name=LINC02730;level=1;hgnc_id=HGNC:54247;havana_gene=OTTHUMG00000167171.6	LINC02730	ENSG00000255406.3	ENSG00000255406.3	6
chr11	HAVANA	gene	134032216	134067936	.	+	.	ID=ENSG00000204241.8;gene_id=ENSG00000204241.8;gene_type=lncRNA;gene_name=LINC02731;level=2;hgnc_id=HGNC:54248;havana_gene=OTTHUMG00000167125.4	LINC02731	ENSG00000204241.8	ENSG00000204241.8	10
chr11	HAVANA	gene	134069071	134152001	.	+	.	ID=ENSG00000166086.13;gene_id=ENSG00000166086.13;gene_type=protein_coding;gene_name=JAM3;level=1;hgnc_id=HGNC:15532;havana_gene=OTTHUMG00000167130.7	JAM3	ENSG00000166086.13	ENSG00000166086.13	8
chr11	HAVANA	gene	134150113	134225454	.	-	.	ID=ENSG00000151503.13;gene_id=ENSG00000151503.13;gene_type=protein_coding;gene_name=NCAPD3;level=1;hgnc_id=HGNC:28952;havana_gene=OTTHUMG00000167172.6	NCAPD3	ENSG00000151503.13	ENSG00000151503.13	14
chr11	HAVANA	gene	134224671	134247788	.	+	.	ID=ENSG00000151502.11;gene_id=ENSG00000151502.11;gene_type=protein_coding;gene_name=VPS26B;level=2;hgnc_id=HGNC:28119;havana_gene=OTTHUMG00000167175.5	VPS26B	ENSG00000151502.11	ENSG00000151502.11	7
chr11	HAVANA	gene	134248279	134253370	.	-	.	ID=ENSG00000151500.15;gene_id=ENSG00000151500.15;gene_type=protein_coding;gene_name=THYN1;level=2;hgnc_id=HGNC:29560;havana_gene=OTTHUMG00000167176.2	THYN1	ENSG00000151500.15	ENSG00000151500.15	8
chr11	HAVANA	gene	134253548	134265855	.	+	.	ID=ENSG00000151498.12;gene_id=ENSG00000151498.12;gene_type=protein_coding;gene_name=ACAD8;level=2;hgnc_id=HGNC:87;havana_gene=OTTHUMG00000167177.1	ACAD8	ENSG00000151498.12	ENSG00000151498.12	17
chr11	HAVANA	gene	134274245	134319564	.	+	.	ID=ENSG00000166105.16;gene_id=ENSG00000166105.16;gene_type=protein_coding;gene_name=GLB1L3;level=2;hgnc_id=HGNC:25147;havana_gene=OTTHUMG00000133524.4	GLB1L3	ENSG00000166105.16	ENSG00000166105.16	8
chr11	HAVANA	gene	134412284	134505665	.	+	.	ID=ENSG00000255545.8;gene_id=ENSG00000255545.8;gene_type=lncRNA;gene_name=B3GAT1-DT;level=2;hgnc_id=HGNC:27449;havana_gene=OTTHUMG00000167181.8	B3GAT1-DT	ENSG00000255545.8	ENSG00000255545.8	7
chr11	HAVANA	gene	134712539	134716250	.	+	.	ID=ENSG00000255344.2;gene_id=ENSG00000255344.2;gene_type=lncRNA;gene_name=LINC02706;level=1;hgnc_id=HGNC:54223;havana_gene=OTTHUMG00000167183.6	LINC02706	ENSG00000255344.2	ENSG00000255344.2	6
chr12	HAVANA	gene	190077	214570	.	-	.	ID=ENSG00000111181.13;gene_id=ENSG00000111181.13;gene_type=protein_coding;gene_name=SLC6A12;level=2;hgnc_id=HGNC:11045;havana_gene=OTTHUMG00000090309.7	SLC6A12	ENSG00000111181.13	ENSG00000111181.13	17
chr12	HAVANA	gene	220621	262873	.	-	.	ID=ENSG00000010379.16;gene_id=ENSG00000010379.16;gene_type=protein_coding;gene_name=SLC6A13;level=2;hgnc_id=HGNC:11046;tag=overlapping_locus;havana_gene=OTTHUMG00000168053.4	SLC6A13	ENSG00000010379.16	ENSG00000010379.16	12
chr12	HAVANA	gene	280057	389320	.	-	.	ID=ENSG00000073614.13;gene_id=ENSG00000073614.13;gene_type=protein_coding;gene_name=KDM5A;level=2;hgnc_id=HGNC:9886;havana_gene=OTTHUMG00000168055.3	KDM5A	ENSG00000073614.13	ENSG00000073614.13	11
chr12	HAVANA	gene	389273	442642	.	+	.	ID=ENSG00000120647.10;gene_id=ENSG00000120647.10;gene_type=protein_coding;gene_name=CCDC77;level=1;hgnc_id=HGNC:28203;havana_gene=OTTHUMG00000129214.4	CCDC77	ENSG00000120647.10	ENSG00000120647.10	12
chr12	HAVANA	gene	459939	563509	.	+	.	ID=ENSG00000139044.12;gene_id=ENSG00000139044.12;gene_type=protein_coding;gene_name=B4GALNT3;level=1;hgnc_id=HGNC:24137;havana_gene=OTTHUMG00000129283.7	B4GALNT3	ENSG00000139044.12	ENSG00000139044.12	7
chr12	HAVANA	gene	564296	663589	.	-	.	ID=ENSG00000171840.13;gene_id=ENSG00000171840.13;gene_type=protein_coding;gene_name=NINJ2;level=2;hgnc_id=HGNC:7825;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000090311.5	NINJ2	ENSG00000171840.13	ENSG00000171840.13	6
chr12	HAVANA	gene	630858	664196	.	+	.	ID=ENSG00000177406.5;gene_id=ENSG00000177406.5;gene_type=lncRNA;gene_name=NINJ2-AS1;level=2;hgnc_id=HGNC:40405;havana_gene=OTTHUMG00000168059.4	NINJ2-AS1	ENSG00000177406.5	ENSG00000177406.5	7
chr12	HAVANA	gene	752579	911452	.	+	.	ID=ENSG00000060237.19;gene_id=ENSG00000060237.19;gene_type=protein_coding;gene_name=WNK1;level=1;hgnc_id=HGNC:14540;tag=ncRNA_host;havana_gene=OTTHUMG00000090321.6	WNK1	ENSG00000060237.19	ENSG00000060237.19	21
chr12	HAVANA	gene	911736	990053	.	-	.	ID=ENSG00000002016.18;gene_id=ENSG00000002016.18;gene_type=protein_coding;gene_name=RAD52;level=2;hgnc_id=HGNC:9824;tag=overlapping_locus;havana_gene=OTTHUMG00000090361.6	RAD52	ENSG00000002016.18	ENSG00000002016.18	19
chr12	HAVANA	gene	990509	1495933	.	+	.	ID=ENSG00000082805.20;gene_id=ENSG00000082805.20;gene_type=protein_coding;gene_name=ERC1;level=1;hgnc_id=HGNC:17072;tag=overlapping_locus;havana_gene=OTTHUMG00000130138.14	ERC1	ENSG00000082805.20	ENSG00000082805.20	25
chr12	HAVANA	gene	1529891	1647212	.	+	.	ID=ENSG00000111186.13;gene_id=ENSG00000111186.13;gene_type=protein_coding;gene_name=WNT5B;level=1;hgnc_id=HGNC:16265;havana_gene=OTTHUMG00000090375.4	WNT5B	ENSG00000111186.13	ENSG00000111186.13	10
chr12	HAVANA	gene	1688574	1788674	.	+	.	ID=ENSG00000006831.10;gene_id=ENSG00000006831.10;gene_type=protein_coding;gene_name=ADIPOR2;level=1;hgnc_id=HGNC:24041;havana_gene=OTTHUMG00000130139.3	ADIPOR2	ENSG00000006831.10	ENSG00000006831.10	7
chr12	HAVANA	gene	1791963	1918666	.	-	.	ID=ENSG00000151062.15;gene_id=ENSG00000151062.15;gene_type=protein_coding;gene_name=CACNA2D4;level=2;hgnc_id=HGNC:20202;havana_gene=OTTHUMG00000168111.6	CACNA2D4	ENSG00000151062.15	ENSG00000151062.15	26
chr12	HAVANA	gene	1820267	1836753	.	+	.	ID=ENSG00000166159.11;gene_id=ENSG00000166159.11;gene_type=protein_coding;gene_name=LRTM2;level=2;hgnc_id=HGNC:32443;havana_gene=OTTHUMG00000168088.4	LRTM2	ENSG00000166159.11	ENSG00000166159.11	12
chr12	HAVANA	gene	1946053	2004535	.	-	.	ID=ENSG00000151065.14;gene_id=ENSG00000151065.14;gene_type=protein_coding;gene_name=DCP1B;level=1;hgnc_id=HGNC:24451;havana_gene=OTTHUMG00000168113.4	DCP1B	ENSG00000151065.14	ENSG00000151065.14	7
chr12	HAVANA	gene	1970772	2697950	.	+	.	ID=ENSG00000151067.23;gene_id=ENSG00000151067.23;gene_type=protein_coding;gene_name=CACNA1C;level=2;hgnc_id=HGNC:1390;tag=overlapping_locus;havana_gene=OTTHUMG00000150243.13	CACNA1C	ENSG00000151067.23	ENSG00000151067.23	51
chr12	HAVANA	gene	2794970	2805423	.	+	.	ID=ENSG00000004478.8;gene_id=ENSG00000004478.8;gene_type=protein_coding;gene_name=FKBP4;level=2;hgnc_id=HGNC:3720;havana_gene=OTTHUMG00000090429.4	FKBP4	ENSG00000004478.8	ENSG00000004478.8	8
chr12	HAVANA	gene	2812622	2859791	.	+	.	ID=ENSG00000111203.13;gene_id=ENSG00000111203.13;gene_type=protein_coding;gene_name=ITFG2;level=2;hgnc_id=HGNC:30879;havana_gene=OTTHUMG00000130617.5	ITFG2	ENSG00000111203.13	ENSG00000111203.13	18
chr12	HAVANA	gene	2857680	2877174	.	-	.	ID=ENSG00000111206.13;gene_id=ENSG00000111206.13;gene_type=protein_coding;gene_name=FOXM1;level=2;hgnc_id=HGNC:3818;havana_gene=OTTHUMG00000168118.2	FOXM1	ENSG00000111206.13	ENSG00000111206.13	10
chr12	HAVANA	gene	2876258	2889524	.	+	.	ID=ENSG00000171792.11;gene_id=ENSG00000171792.11;gene_type=protein_coding;gene_name=RHNO1;level=1;hgnc_id=HGNC:28206;tag=overlapping_locus;havana_gene=OTTHUMG00000158557.4	RHNO1	ENSG00000171792.11	ENSG00000171792.11	10
chr12	HAVANA	gene	2877223	2941138	.	+	.	ID=ENSG00000078246.17;gene_id=ENSG00000078246.17;gene_type=protein_coding;gene_name=TULP3;level=1;hgnc_id=HGNC:12425;tag=overlapping_locus;havana_gene=OTTHUMG00000168152.3	TULP3	ENSG00000078246.17	ENSG00000078246.17	8
chr12	HAVANA	gene	2959330	3040676	.	+	.	ID=ENSG00000197905.10;gene_id=ENSG00000197905.10;gene_type=protein_coding;gene_name=TEAD4;level=2;hgnc_id=HGNC:11717;havana_gene=OTTHUMG00000168153.3	TEAD4	ENSG00000197905.10	ENSG00000197905.10	8
chr12	HAVANA	gene	3077355	3286564	.	+	.	ID=ENSG00000011105.14;gene_id=ENSG00000011105.14;gene_type=protein_coding;gene_name=TSPAN9;level=2;hgnc_id=HGNC:21640;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000150333.7	TSPAN9	ENSG00000011105.14	ENSG00000011105.14	9
chr12	HAVANA	gene	3606633	3764819	.	-	.	ID=ENSG00000130038.10;gene_id=ENSG00000130038.10;gene_type=protein_coding;gene_name=CRACR2A;level=2;hgnc_id=HGNC:28657;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000168185.3	CRACR2A	ENSG00000130038.10	ENSG00000130038.10	6
chr12	HAVANA	gene	3791047	3873448	.	-	.	ID=ENSG00000111224.14;gene_id=ENSG00000111224.14;gene_type=protein_coding;gene_name=PARP11;level=2;hgnc_id=HGNC:1186;havana_gene=OTTHUMG00000156442.6	PARP11	ENSG00000111224.14	ENSG00000111224.14	8
chr12	HAVANA	gene	3871579	3910382	.	+	.	ID=ENSG00000256862.3;gene_id=ENSG00000256862.3;gene_type=lncRNA;gene_name=PARP11-AS1;level=2;hgnc_id=HGNC:40103;havana_gene=OTTHUMG00000168120.5	PARP11-AS1	ENSG00000256862.3	ENSG00000256862.3	7
chr12	HAVANA	gene	4247981	4276252	.	-	.	ID=ENSG00000255920.3;gene_id=ENSG00000255920.3;gene_type=lncRNA;gene_name=CCND2-AS1;level=2;hgnc_id=HGNC:49398;tag=overlapping_locus;havana_gene=OTTHUMG00000168320.4	CCND2-AS1	ENSG00000255920.3	ENSG00000255920.3	7
chr12	HAVANA	gene	4269771	4305353	.	+	.	ID=ENSG00000118971.9;gene_id=ENSG00000118971.9;gene_type=protein_coding;gene_name=CCND2;level=1;hgnc_id=HGNC:1583;tag=overlapping_locus;havana_gene=OTTHUMG00000168123.4	CCND2	ENSG00000118971.9	ENSG00000118971.9	8
chr12	HAVANA	gene	4487735	4538508	.	-	.	ID=ENSG00000047621.12;gene_id=ENSG00000047621.12;gene_type=protein_coding;gene_name=C12orf4;level=2;hgnc_id=HGNC:1184;havana_gene=OTTHUMG00000168258.6	C12orf4	ENSG00000047621.12	ENSG00000047621.12	9
chr12	HAVANA	gene	4538798	4560047	.	+	.	ID=ENSG00000111247.15;gene_id=ENSG00000111247.15;gene_type=protein_coding;gene_name=RAD51AP1;level=1;hgnc_id=HGNC:16956;havana_gene=OTTHUMG00000168125.5	RAD51AP1	ENSG00000111247.15	ENSG00000111247.15	14
chr12	HAVANA	gene	4562204	4615302	.	+	.	ID=ENSG00000010219.13;gene_id=ENSG00000010219.13;gene_type=protein_coding;gene_name=DYRK4;level=2;hgnc_id=HGNC:3095;tag=overlapping_locus;havana_gene=OTTHUMG00000168204.5	DYRK4	ENSG00000010219.13	ENSG00000010219.13	17
chr12	HAVANA	gene	4615508	4649051	.	-	.	ID=ENSG00000111254.8;gene_id=ENSG00000111254.8;gene_type=protein_coding;gene_name=AKAP3;level=1;hgnc_id=HGNC:373;tag=overlapping_locus;havana_gene=OTTHUMG00000168226.5	AKAP3	ENSG00000111254.8	ENSG00000111254.8	6
chr12	HAVANA	gene	4649095	4694317	.	+	.	ID=ENSG00000139180.11;gene_id=ENSG00000139180.11;gene_type=protein_coding;gene_name=NDUFA9;level=1;hgnc_id=HGNC:7693;tag=overlapping_locus;havana_gene=OTTHUMG00000168224.7	NDUFA9	ENSG00000139180.11	ENSG00000139180.11	9
chr12	HAVANA	gene	4909867	5026012	.	+	.	ID=ENSG00000256654.4;gene_id=ENSG00000256654.4;gene_type=lncRNA;gene_name=RP11-429A20.3;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000192202.4	RP11-429A20.3	ENSG00000256654.4	ENSG00000256654.4	20
chr12	HAVANA	gene	5226196	5244199	.	-	.	ID=ENSG00000256115.6;gene_id=ENSG00000256115.6;gene_type=lncRNA;gene_name=LINC02443;level=1;hgnc_id=HGNC:53375;havana_gene=OTTHUMG00000168644.15	LINC02443	ENSG00000256115.6	ENSG00000256115.6	15
chr12	HAVANA	gene	5432108	5521536	.	+	.	ID=ENSG00000185652.12;gene_id=ENSG00000185652.12;gene_type=protein_coding;gene_name=NTF3;level=1;hgnc_id=HGNC:8023;havana_gene=OTTHUMG00000168649.3	NTF3	ENSG00000185652.12	ENSG00000185652.12	6
chr12	HAVANA	gene	5531869	5946232	.	-	.	ID=ENSG00000047617.16;gene_id=ENSG00000047617.16;gene_type=protein_coding;gene_name=ANO2;level=1;hgnc_id=HGNC:1183;havana_gene=OTTHUMG00000168264.7	ANO2	ENSG00000047617.16	ENSG00000047617.16	14
chr12	HAVANA	gene	5948877	6124770	.	-	.	ID=ENSG00000110799.14;gene_id=ENSG00000110799.14;gene_type=protein_coding;gene_name=VWF;level=2;hgnc_id=HGNC:12726;tag=ncRNA_host;havana_gene=OTTHUMG00000168265.4	VWF	ENSG00000110799.14	ENSG00000110799.14	9
chr12	HAVANA	gene	6199715	6238271	.	+	.	ID=ENSG00000010278.15;gene_id=ENSG00000010278.15;gene_type=protein_coding;gene_name=CD9;level=1;hgnc_id=HGNC:1709;havana_gene=OTTHUMG00000044400.14	CD9	ENSG00000010278.15	ENSG00000010278.15	25
chr12	HAVANA	gene	6310436	6328506	.	+	.	ID=ENSG00000008323.16;gene_id=ENSG00000008323.16;gene_type=protein_coding;gene_name=PLEKHG6;level=2;hgnc_id=HGNC:25562;havana_gene=OTTHUMG00000168266.1	PLEKHG6	ENSG00000008323.16	ENSG00000008323.16	10
chr12	HAVANA	gene	6328757	6342114	.	-	.	ID=ENSG00000067182.8;gene_id=ENSG00000067182.8;gene_type=protein_coding;gene_name=TNFRSF1A;level=1;hgnc_id=HGNC:11916;havana_gene=OTTHUMG00000168267.4	TNFRSF1A	ENSG00000067182.8	ENSG00000067182.8	16
chr12	HAVANA	gene	6346843	6377730	.	-	.	ID=ENSG00000111319.13;gene_id=ENSG00000111319.13;gene_type=protein_coding;gene_name=SCNN1A;level=1;hgnc_id=HGNC:10599;havana_gene=OTTHUMG00000168268.3	SCNN1A	ENSG00000111319.13	ENSG00000111319.13	23
chr12	HAVANA	gene	6375045	6391571	.	+	.	ID=ENSG00000111321.11;gene_id=ENSG00000111321.11;gene_type=protein_coding;gene_name=LTBR;level=1;hgnc_id=HGNC:6718;havana_gene=OTTHUMG00000168356.4	LTBR	ENSG00000111321.11	ENSG00000111321.11	15
chr12	HAVANA	gene	6439001	6451567	.	-	.	ID=ENSG00000215039.7;gene_id=ENSG00000215039.7;gene_type=lncRNA;gene_name=CD27-AS1;level=2;hgnc_id=HGNC:43896;havana_gene=OTTHUMG00000168315.5	CD27-AS1	ENSG00000215039.7	ENSG00000215039.7	16
chr12	HAVANA	gene	6451690	6466517	.	+	.	ID=ENSG00000139192.12;gene_id=ENSG00000139192.12;gene_type=protein_coding;gene_name=TAPBPL;level=1;hgnc_id=HGNC:30683;tag=overlapping_locus;havana_gene=OTTHUMG00000168317.2	TAPBPL	ENSG00000139192.12	ENSG00000139192.12	8
chr12	HAVANA	gene	6462237	6470677	.	-	.	ID=ENSG00000139190.17;gene_id=ENSG00000139190.17;gene_type=protein_coding;gene_name=VAMP1;level=1;hgnc_id=HGNC:12642;havana_gene=OTTHUMG00000168269.2	VAMP1	ENSG00000139190.17	ENSG00000139190.17	8
chr12	HAVANA	gene	6491886	6493841	.	-	.	ID=ENSG00000111639.8;gene_id=ENSG00000111639.8;gene_type=protein_coding;gene_name=MRPL51;level=1;hgnc_id=HGNC:14044;havana_gene=OTTHUMG00000168512.5	MRPL51	ENSG00000111639.8	ENSG00000111639.8	7
chr12	HAVANA	gene	6493356	6531955	.	+	.	ID=ENSG00000010292.13;gene_id=ENSG00000010292.13;gene_type=protein_coding;gene_name=NCAPD2;level=1;hgnc_id=HGNC:24305;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000168513.3	NCAPD2	ENSG00000010292.13	ENSG00000010292.13	13
chr12	HAVANA	gene	6534512	6538374	.	+	.	ID=ENSG00000111640.15;gene_id=ENSG00000111640.15;gene_type=protein_coding;gene_name=GAPDH;level=2;hgnc_id=HGNC:4141;havana_gene=OTTHUMG00000137379.3	GAPDH	ENSG00000111640.15	ENSG00000111640.15	11
chr12	HAVANA	gene	6538961	6556073	.	-	.	ID=ENSG00000010295.20;gene_id=ENSG00000010295.20;gene_type=protein_coding;gene_name=IFFO1;level=2;hgnc_id=HGNC:24970;havana_gene=OTTHUMG00000141264.3	IFFO1	ENSG00000010295.20	ENSG00000010295.20	10
chr12	HAVANA	gene	6556863	6568691	.	-	.	ID=ENSG00000111641.12;gene_id=ENSG00000111641.12;gene_type=protein_coding;gene_name=NOP2;level=1;hgnc_id=HGNC:7867;tag=overlapping_locus;havana_gene=OTTHUMG00000169163.2	NOP2	ENSG00000111641.12	ENSG00000111641.12	23
chr12	HAVANA	gene	6570082	6614524	.	-	.	ID=ENSG00000111642.16;gene_id=ENSG00000111642.16;gene_type=protein_coding;gene_name=CHD4;level=2;hgnc_id=HGNC:1919;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000169164.13	CHD4	ENSG00000111642.16	ENSG00000111642.16	54
chr12	HAVANA	gene	6638075	6647433	.	-	.	ID=ENSG00000111644.8;gene_id=ENSG00000111644.8;gene_type=protein_coding;gene_name=ACRBP;level=1;hgnc_id=HGNC:17195;havana_gene=OTTHUMG00000168715.3	ACRBP	ENSG00000111644.8	ENSG00000111644.8	9
chr12	HAVANA	gene	6650301	6663142	.	-	.	ID=ENSG00000111653.20;gene_id=ENSG00000111653.20;gene_type=protein_coding;gene_name=ING4;level=2;hgnc_id=HGNC:19423;havana_gene=OTTHUMG00000141274.7	ING4	ENSG00000111653.20	ENSG00000111653.20	18
chr12	HAVANA	gene	6666477	6689572	.	-	.	ID=ENSG00000126746.18;gene_id=ENSG00000126746.18;gene_type=protein_coding;gene_name=ZNF384;level=1;hgnc_id=HGNC:11955;havana_gene=OTTHUMG00000168716.5	ZNF384	ENSG00000126746.18	ENSG00000126746.18	17
chr12	HAVANA	gene	6693791	6700815	.	-	.	ID=ENSG00000139200.14;gene_id=ENSG00000139200.14;gene_type=protein_coding;gene_name=PIANP;level=2;hgnc_id=HGNC:25338;havana_gene=OTTHUMG00000168664.3	PIANP	ENSG00000139200.14	ENSG00000139200.14	6
chr12	HAVANA	gene	6724014	6731875	.	+	.	ID=ENSG00000111652.10;gene_id=ENSG00000111652.10;gene_type=protein_coding;gene_name=COPS7A;level=1;hgnc_id=HGNC:16758;havana_gene=OTTHUMG00000169182.4	COPS7A	ENSG00000111652.10	ENSG00000111652.10	22
